symbol,market,exchange,currency,name_kr,name_en,base_slug,ko_slug,en_slug
PAYP,NASDAQ,NASDAQ,USD,PayPay Corporation - American D,PayPay Corporation - American D,paypay-corporation-american-d,paypay-corporation-american-d-주가-전망,paypay-corporation-american-d-stock-forecast
PDD,NASDAQ,NASDAQ,USD,핀둬둬,PDD Holdings Inc.,pdd-holdings-inc,핀둬둬-주가-전망,pdd-holdings-inc-stock-forecast
PEP,NASDAQ,NASDAQ,USD,펩시코,"Pepsico, Inc.",pepsico-inc,펩시코-주가-전망,pepsico-inc-stock-forecast
PAA,NASDAQ,NASDAQ,USD,"Plains All American Pipeline, L","Plains All American Pipeline, L",plains-all-american-pipeline-l,plains-all-american-pipeline-l-주가-전망,plains-all-american-pipeline-l-stock-forecast
PSNYW,NASDAQ,NASDAQ,USD,Polestar Automotive Holding UK,Polestar Automotive Holding UK,polestar-automotive-holding-uk,polestar-automotive-holding-uk-주가-전망,polestar-automotive-holding-uk-stock-forecast
PFG,NASDAQ,NASDAQ,USD,Principal Financial Group Inc,Principal Financial Group Inc,principal-financial-group-inc,principal-financial-group-inc-주가-전망,principal-financial-group-inc-stock-forecast
PTC,NASDAQ,NASDAQ,USD,PTC,PTC Inc.,ptc-inc,ptc-주가-전망,ptc-inc-stock-forecast
QCOM,NASDAQ,NASDAQ,USD,퀄컴,QUALCOMM Incorporated,qualcomm,퀄컴-주가-전망,qualcomm-stock-forecast
RMBS,NASDAQ,NASDAQ,USD,"Rambus, Inc.","Rambus, Inc.",rambus-inc,rambus-inc-주가-전망,rambus-inc-stock-forecast
RGC,NASDAQ,NASDAQ,USD,Regencell Bioscience Holdings L,Regencell Bioscience Holdings L,regencell-bioscience-holdings-l,regencell-bioscience-holdings-l-주가-전망,regencell-bioscience-holdings-l-stock-forecast
REG,NASDAQ,NASDAQ,USD,리젠시 센터스,Regency Centers Corporation,regency-centers-corporation,리젠시-센터스-주가-전망,regency-centers-corporation-stock-forecast
REGN,NASDAQ,NASDAQ,USD,리제네론,"Regeneron Pharmaceuticals, Inc.",regeneron-pharmaceuticals-inc,리제네론-주가-전망,regeneron-pharmaceuticals-inc-stock-forecast
RVMD,NASDAQ,NASDAQ,USD,"Revolution Medicines, Inc.","Revolution Medicines, Inc.",revolution-medicines-inc,revolution-medicines-inc-주가-전망,revolution-medicines-inc-stock-forecast
RIVN,NASDAQ,NASDAQ,USD,리비안,"Rivian Automotive, Inc.",rivian-automotive-inc,리비안-주가-전망,rivian-automotive-inc-stock-forecast
HOOD,NASDAQ,NASDAQ,USD,로빈후드,"Robinhood Markets, Inc.",robinhood-markets-inc,로빈후드-주가-전망,robinhood-markets-inc-stock-forecast
RKLB,NASDAQ,NASDAQ,USD,로켓 랩 USA,Rocket Lab Corporation,rocket-lab-corporation,로켓-랩-USA-주가-전망,rocket-lab-corporation-stock-forecast
ROIV,NASDAQ,NASDAQ,USD,Roivant Sciences Ltd.,Roivant Sciences Ltd.,roivant-sciences-ltd,roivant-sciences-ltd-주가-전망,roivant-sciences-ltd-stock-forecast
ROKU,NASDAQ,NASDAQ,USD,로쿠,"Roku, Inc.",roku-inc,로쿠-주가-전망,roku-inc-stock-forecast
ROP,NASDAQ,NASDAQ,USD,"Roper Technologies, Inc.","Roper Technologies, Inc.",roper-technologies-inc,roper-technologies-inc-주가-전망,roper-technologies-inc-stock-forecast
ROST,NASDAQ,NASDAQ,USD,로스 스토어스,"Ross Stores, Inc.",ross-stores-inc,로스-스토어스-주가-전망,ross-stores-inc-stock-forecast
RGLD,NASDAQ,NASDAQ,USD,"Royal Gold, Inc.","Royal Gold, Inc.",royal-gold-inc,royal-gold-inc-주가-전망,royal-gold-inc-stock-forecast
RPRX,NASDAQ,NASDAQ,USD,Royalty Pharma plc,Royalty Pharma plc,royalty-pharma-plc,royalty-pharma-plc-주가-전망,royalty-pharma-plc-stock-forecast
RYAAY,NASDAQ,NASDAQ,USD,라이언에어,Ryanair Holdings plc,ryanair-holdings-plc,라이언에어-주가-전망,ryanair-holdings-plc-stock-forecast
SNDK,NASDAQ,NASDAQ,USD,Sandisk Corporation,Sandisk Corporation,sandisk-corporation,sandisk-corporation-주가-전망,sandisk-corporation-stock-forecast
SNY,NASDAQ,NASDAQ,USD,Sanofi,Sanofi,sanofi,sanofi-주가-전망,sanofi-stock-forecast
SBAC,NASDAQ,NASDAQ,USD,SBA 커뮤니케이션스,SBA Communications Corporation,sba-communications-corporation,SBA-커뮤니케이션스-주가-전망,sba-communications-corporation-stock-forecast
STX,NASDAQ,NASDAQ,USD,씨게이트 테크놀로지,Seagate Technology Holdings PLC,seagate-technology-holdings-plc,씨게이트-테크놀로지-주가-전망,seagate-technology-holdings-plc-stock-forecast
SEIC,NASDAQ,NASDAQ,USD,SEI 인베스트먼츠,SEI Investments Company,sei-investments-company,SEI-인베스트먼츠-주가-전망,sei-investments-company-stock-forecast
SHOP,NASDAQ,NASDAQ,USD,쇼피파이,Shopify Inc.,shopify,쇼피파이-주가-전망,shopify-stock-forecast
SITM,NASDAQ,NASDAQ,USD,SiTime Corporation,SiTime Corporation,sitime-corporation,sitime-corporation-주가-전망,sitime-corporation-stock-forecast
SFD,NASDAQ,NASDAQ,USD,"Smithfield Foods, Inc.","Smithfield Foods, Inc.",smithfield-foods-inc,smithfield-foods-inc-주가-전망,smithfield-foods-inc-stock-forecast
SOFI,NASDAQ,NASDAQ,USD,소파이,"SoFi Technologies, Inc.",sofi-technologies-inc,소파이-주가-전망,sofi-technologies-inc-stock-forecast
SOLS,NASDAQ,NASDAQ,USD,Solstice Advanced Materials Inc,Solstice Advanced Materials Inc,solstice-advanced-materials-inc,solstice-advanced-materials-inc-주가-전망,solstice-advanced-materials-inc-stock-forecast
SSNC,NASDAQ,NASDAQ,USD,"SS&C Technologies Holdings, Inc","SS&C Technologies Holdings, Inc",ss-and-c-technologies-holdings-inc,ss-c-technologies-holdings-inc-주가-전망,ss-and-c-technologies-holdings-inc-stock-forecast
SBUX,NASDAQ,NASDAQ,USD,스타벅스,Starbucks Corporation,starbucks-corporation,스타벅스-주가-전망,starbucks-corporation-stock-forecast
STLD,NASDAQ,NASDAQ,USD,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",steel-dynamics-inc,steel-dynamics-inc-주가-전망,steel-dynamics-inc-stock-forecast
STRL,NASDAQ,NASDAQ,USD,"Sterling Infrastructure, Inc.","Sterling Infrastructure, Inc.",sterling-infrastructure-inc,sterling-infrastructure-inc-주가-전망,sterling-infrastructure-inc-stock-forecast
MSTR,NASDAQ,NASDAQ,USD,마이크로스트래티지,Strategy Inc,strategy-inc,마이크로스트래티지-주가-전망,strategy-inc-stock-forecast
SMMT,NASDAQ,NASDAQ,USD,Summit Therapeutics Inc.,Summit Therapeutics Inc.,summit-therapeutics-inc,summit-therapeutics-inc-주가-전망,summit-therapeutics-inc-stock-forecast
SMCI,NASDAQ,NASDAQ,USD,슈퍼마이크로컴퓨터,"Super Micro Computer, Inc.",super-micro-computer,슈퍼마이크로컴퓨터-주가-전망,super-micro-computer-stock-forecast
SYM,NASDAQ,NASDAQ,USD,Symbotic Inc.,Symbotic Inc.,symbotic-inc,symbotic-inc-주가-전망,symbotic-inc-stock-forecast
SNPS,NASDAQ,NASDAQ,USD,시놉시스,"Synopsys, Inc.",synopsys-inc,시놉시스-주가-전망,synopsys-inc-stock-forecast
TMUS,NASDAQ,NASDAQ,USD,T모바일 US,"T-Mobile US, Inc.",t-mobile-us-inc,T모바일-US-주가-전망,t-mobile-us-inc-stock-forecast
TROW,NASDAQ,NASDAQ,USD,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",t-rowe-price-group-inc,t-rowe-price-group-inc-주가-전망,t-rowe-price-group-inc-stock-forecast
TTWO,NASDAQ,NASDAQ,USD,테이크투 인터랙티브,"Take-Two Interactive Software,",take-two-interactive-software,테이크투-인터랙티브-주가-전망,take-two-interactive-software-stock-forecast
TLN,NASDAQ,NASDAQ,USD,Talen Energy Corporation,Talen Energy Corporation,talen-energy-corporation,talen-energy-corporation-주가-전망,talen-energy-corporation-stock-forecast
TER,NASDAQ,NASDAQ,USD,테라다인,"Teradyne, Inc.",teradyne-inc,테라다인-주가-전망,teradyne-inc-stock-forecast
TSLA,NASDAQ,NASDAQ,USD,테슬라,"Tesla, Inc.",tesla,테슬라-주가-전망,tesla-stock-forecast
TXN,NASDAQ,NASDAQ,USD,텍사스 인스트루먼트,Texas Instruments Incorporated,texas-instruments-incorporated,텍사스-인스트루먼트-주가-전망,texas-instruments-incorporated-stock-forecast
TXRH,NASDAQ,NASDAQ,USD,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc.",texas-roadhouse-inc,texas-roadhouse-inc-주가-전망,texas-roadhouse-inc-stock-forecast
CG,NASDAQ,NASDAQ,USD,The Carlyle Group Inc.,The Carlyle Group Inc.,the-carlyle-group-inc,the-carlyle-group-inc-주가-전망,the-carlyle-group-inc-stock-forecast
COO,NASDAQ,NASDAQ,USD,"The Cooper Companies, Inc.","The Cooper Companies, Inc.",the-cooper-companies-inc,the-cooper-companies-inc-주가-전망,the-cooper-companies-inc-stock-forecast
ENSG,NASDAQ,NASDAQ,USD,"The Ensign Group, Inc.","The Ensign Group, Inc.",the-ensign-group-inc,the-ensign-group-inc-주가-전망,the-ensign-group-inc-stock-forecast
KHC,NASDAQ,NASDAQ,USD,크래프트 하인즈,The Kraft Heinz Company,the-kraft-heinz-company,크래프트-하인즈-주가-전망,the-kraft-heinz-company-stock-forecast
TTD,NASDAQ,NASDAQ,USD,더 트레이드 데스크,"The Trade Desk, Inc.",the-trade-desk-inc,더-트레이드-데스크-주가-전망,the-trade-desk-inc-stock-forecast
TRI,NASDAQ,NASDAQ,USD,Thomson Reuters Corp,Thomson Reuters Corp,thomson-reuters-corp,thomson-reuters-corp-주가-전망,thomson-reuters-corp-stock-forecast
TSEM,NASDAQ,NASDAQ,USD,타워 세미컨덕터,Tower Semiconductor Ltd.,tower-semiconductor-ltd,타워-세미컨덕터-주가-전망,tower-semiconductor-ltd-stock-forecast
TPG,NASDAQ,NASDAQ,USD,TPG Inc.,TPG Inc.,tpg-inc,tpg-inc-주가-전망,tpg-inc-stock-forecast
TSCO,NASDAQ,NASDAQ,USD,트랙터 서플라이,Tractor Supply Company,tractor-supply-company,트랙터-서플라이-주가-전망,tractor-supply-company-stock-forecast
TW,NASDAQ,NASDAQ,USD,Tradeweb Markets Inc.,Tradeweb Markets Inc.,tradeweb-markets-inc,tradeweb-markets-inc-주가-전망,tradeweb-markets-inc-stock-forecast
TRMB,NASDAQ,NASDAQ,USD,Trimble Inc.,Trimble Inc.,trimble-inc,trimble-inc-주가-전망,trimble-inc-stock-forecast
TCOM,NASDAQ,NASDAQ,USD,트립닷컴,Trip.com Group Limited,trip-com-group-limited,트립닷컴-주가-전망,trip-com-group-limited-stock-forecast
TTMI,NASDAQ,NASDAQ,USD,TTM 테크놀로지스,"TTM Technologies, Inc.",ttm-technologies-inc,TTM-테크놀로지스-주가-전망,ttm-technologies-inc-stock-forecast
ULTA,NASDAQ,NASDAQ,USD,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",ulta-beauty-inc,ulta-beauty-inc-주가-전망,ulta-beauty-inc-stock-forecast
UAL,NASDAQ,NASDAQ,USD,유나이티드 항공,"United Airlines Holdings, Inc.",united-airlines-holdings-inc,유나이티드-항공-주가-전망,united-airlines-holdings-inc-stock-forecast
UTHR,NASDAQ,NASDAQ,USD,유나이티드 테라퓨틱스,United Therapeutics Corporation,united-therapeutics-corporation,유나이티드-테라퓨틱스-주가-전망,united-therapeutics-corporation-stock-forecast
VRSN,NASDAQ,NASDAQ,USD,"VeriSign, Inc.","VeriSign, Inc.",verisign-inc,verisign-inc-주가-전망,verisign-inc-stock-forecast
VRSK,NASDAQ,NASDAQ,USD,베리스크,"Verisk Analytics, Inc.",verisk-analytics-inc,베리스크-주가-전망,verisk-analytics-inc-stock-forecast
VRTX,NASDAQ,NASDAQ,USD,버텍스 파마슈티컬스,Vertex Pharmaceuticals Incorpor,vertex-pharmaceuticals-incorpor,버텍스-파마슈티컬스-주가-전망,vertex-pharmaceuticals-incorpor-stock-forecast
VTRS,NASDAQ,NASDAQ,USD,Viatris Inc.,Viatris Inc.,viatris-inc,viatris-inc-주가-전망,viatris-inc-stock-forecast
VNOM,NASDAQ,NASDAQ,USD,"Viper Energy, Inc.","Viper Energy, Inc.",viper-energy-inc,viper-energy-inc-주가-전망,viper-energy-inc-stock-forecast
VOD,NASDAQ,NASDAQ,USD,보다폰,Vodafone Group Plc,vodafone-group-plc,보다폰-주가-전망,vodafone-group-plc-stock-forecast
WMT,NASDAQ,NASDAQ,USD,Walmart Inc.,Walmart Inc.,walmart,walmart-inc-주가-전망,walmart-stock-forecast
WBD,NASDAQ,NASDAQ,USD,워너브라더스 디스커버리,"Warner Bros. Discovery, Inc. -",warner-bros-discovery-inc,워너브라더스-디스커버리-주가-전망,warner-bros-discovery-inc-stock-forecast
WMG,NASDAQ,NASDAQ,USD,Warner Music Group Corp.,Warner Music Group Corp.,warner-music-group-corp,warner-music-group-corp-주가-전망,warner-music-group-corp-stock-forecast
WDC,NASDAQ,NASDAQ,USD,웨스턴 디지털,Western Digital Corporation,western-digital-corporation,웨스턴-디지털-주가-전망,western-digital-corporation-stock-forecast
WTW,NASDAQ,NASDAQ,USD,Willis Towers Watson Public Lim,Willis Towers Watson Public Lim,willis-towers-watson-public-lim,willis-towers-watson-public-lim-주가-전망,willis-towers-watson-public-lim-stock-forecast
WTFC,NASDAQ,NASDAQ,USD,윈트러스트 파이낸셜,Wintrust Financial Corporation,wintrust-financial-corporation,윈트러스트-파이낸셜-주가-전망,wintrust-financial-corporation-stock-forecast
WWD,NASDAQ,NASDAQ,USD,"Woodward, Inc.","Woodward, Inc.",woodward-inc,woodward-inc-주가-전망,woodward-inc-stock-forecast
WDAY,NASDAQ,NASDAQ,USD,워크데이,"Workday, Inc.",workday-inc,워크데이-주가-전망,workday-inc-stock-forecast
WYNN,NASDAQ,NASDAQ,USD,윈 리조트,"Wynn Resorts, Limited",wynn-resorts-limited,윈-리조트-주가-전망,wynn-resorts-limited-stock-forecast
XEL,NASDAQ,NASDAQ,USD,엑셀 에너지,Xcel Energy Inc.,xcel-energy-inc,엑셀-에너지-주가-전망,xcel-energy-inc-stock-forecast
XP,NASDAQ,NASDAQ,USD,XP Inc.,XP Inc.,xp-inc,xp-inc-주가-전망,xp-inc-stock-forecast
ZBRA,NASDAQ,NASDAQ,USD,지브라 테크놀로지스,Zebra Technologies Corporation,zebra-technologies-corporation,지브라-테크놀로지스-주가-전망,zebra-technologies-corporation-stock-forecast
Z,NASDAQ,NASDAQ,USD,"Zillow Group, Inc.","Zillow Group, Inc.",zillow-group-inc,zillow-group-inc-주가-전망,zillow-group-inc-stock-forecast
ZG,NASDAQ,NASDAQ,USD,"Zillow Group, Inc.","Zillow Group, Inc.",zillow-group-inc-2,zillow-group-inc-주가-전망-zg,zillow-group-inc-2-stock-forecast
ZM,NASDAQ,NASDAQ,USD,줌,"Zoom Communications, Inc.",zoom-communications-inc,줌-주가-전망,zoom-communications-inc-stock-forecast
ZS,NASDAQ,NASDAQ,USD,지스케일러,"Zscaler, Inc.",zscaler-inc,지스케일러-주가-전망,zscaler-inc-stock-forecast
